ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2015-01-28,23.623820619178083,6.588326487600953,22.382213476726697,23.623820619178083,23.623820619178083,-9.200059956388419,-9.200059956388419,-9.200059956388419,-2.113952891332713,-2.113952891332713,-2.113952891332713,-7.086107065055707,-7.086107065055707,-7.086107065055707,0.0,0.0,0.0,14.423760662789665
2015-01-29,23.62839456803653,8.365673086958967,24.45123040276574,23.62839456803653,23.62839456803653,-7.261800085644454,-7.261800085644454,-7.261800085644454,-0.30328524800595674,-0.30328524800595674,-0.30328524800595674,-6.958514837638497,-6.958514837638497,-6.958514837638497,0.0,0.0,0.0,16.366594482392074
2015-01-30,23.632968516894977,10.048138463182845,26.060183040940174,23.632968516894977,23.632968516894977,-5.082370279433746,-5.082370279433746,-5.082370279433746,1.7503313120233097,1.7503313120233097,1.7503313120233097,-6.832701591457056,-6.832701591457056,-6.832701591457056,0.0,0.0,0.0,18.55059823746123
2015-01-31,23.637542465753427,12.51303903382402,28.302123138671753,23.637542465753427,23.637542465753427,-3.2822620560528075,-3.2822620560528075,-3.2822620560528075,3.4283246998832597,3.4283246998832597,3.4283246998832597,-6.710586755936067,-6.710586755936067,-6.710586755936067,0.0,0.0,0.0,20.35528040970062
2015-02-01,23.64211641461187,13.606190906445502,28.976553081359388,23.64211641461187,23.64211641461187,-2.087878394743458,-2.087878394743458,-2.087878394743458,4.506004019549646,4.506004019549646,4.506004019549646,-6.593882414293104,-6.593882414293104,-6.593882414293104,0.0,0.0,0.0,21.55423801986841
2015-02-02,23.646690363470316,4.447863754333678,20.616033141855425,23.646690363470316,23.646690363470316,-11.739217669174112,-11.739217669174112,-11.739217669174112,-5.255168164746273,-5.255168164746273,-5.255168164746273,-6.484049504427839,-6.484049504427839,-6.484049504427839,0.0,0.0,0.0,11.907472694296205
2015-02-03,23.651264312328767,7.594267039099074,23.588104244299075,23.651264312328767,23.651264312328767,-8.394515747027617,-8.394515747027617,-8.394515747027617,-2.012253727361073,-2.012253727361073,-2.012253727361073,-6.382262019666545,-6.382262019666545,-6.382262019666545,0.0,0.0,0.0,15.25674856530115
2015-02-04,23.655838261187213,8.155905267338424,23.4117371043905,23.655838261187213,23.655838261187213,-8.40333297579115,-8.40333297579115,-8.40333297579115,-2.1139528913287218,-2.1139528913287218,-2.1139528913287218,-6.289380084462429,-6.289380084462429,-6.289380084462429,0.0,0.0,0.0,15.252505285396063
2015-02-05,23.66041221004566,8.903365284628563,24.781127403741987,23.66041221004566,23.66041221004566,-6.509217761789712,-6.509217761789712,-6.509217761789712,-0.30328524800921974,-0.30328524800921974,-0.30328524800921974,-6.205932513780492,-6.205932513780492,-6.205932513780492,0.0,0.0,0.0,17.15119444825595
2015-02-06,23.664986160714932,12.026054517395027,27.277443759504823,23.664986160714932,23.664986160714932,-4.3817778733141175,-4.3817778733141175,-4.3817778733141175,1.7503313120292372,1.7503313120292372,1.7503313120292372,-6.132109185343355,-6.132109185343355,-6.132109185343355,0.0,0.0,0.0,19.283208287400814
2015-02-07,23.669560111384204,13.562859862593392,28.97154109416572,23.669560111384204,23.669560111384204,-2.6394385693948674,-2.6394385693948674,-2.6394385693948674,3.4283246998713732,3.4283246998713732,3.4283246998713732,-6.067763269266241,-6.067763269266241,-6.067763269266241,0.0,0.0,0.0,21.030121541989338
2015-02-08,23.674134062053476,14.14648511603119,30.600864102807215,23.674134062053476,23.674134062053476,-1.5064190584228372,-1.5064190584228372,-1.5064190584228372,4.506004019563566,4.506004019563566,4.506004019563566,-6.012423077986402,-6.012423077986402,-6.012423077986402,0.0,0.0,0.0,22.16771500363064
2015-02-09,23.678708012722748,4.93075621934978,20.62476223000298,23.678708012722748,23.678708012722748,-11.22048119346266,-11.22048119346266,-11.22048119346266,-5.255168164750105,-5.255168164750105,-5.255168164750105,-5.965313028712554,-5.965313028712554,-5.965313028712554,0.0,0.0,0.0,12.458226819260087
2015-02-10,23.683281963392016,7.467441762033565,23.210376486262565,23.683281963392016,23.683281963392016,-7.937636685799896,-7.937636685799896,-7.937636685799896,-2.012253727360843,-2.012253727360843,-2.012253727360843,-5.925382958439053,-5.925382958439053,-5.925382958439053,0.0,0.0,0.0,15.74564527759212
2015-02-11,23.687855914061288,7.955884608480506,23.52068451738399,23.687855914061288,23.687855914061288,-8.005297696089618,-8.005297696089618,-8.005297696089618,-2.1139528913367602,-2.1139528913367602,-2.1139528913367602,-5.891344804752857,-5.891344804752857,-5.891344804752857,0.0,0.0,0.0,15.68255821797167
2015-02-12,23.69242986473056,9.845230120039762,25.407321433454882,23.69242986473056,23.69242986473056,-6.165000718352489,-6.165000718352489,-6.165000718352489,-0.3032852479980567,-0.3032852479980567,-0.3032852479980567,-5.861715470354431,-5.861715470354431,-5.861715470354431,0.0,0.0,0.0,17.527429146378072
2015-02-13,23.697003815399828,10.995830086215053,27.643913836132622,23.697003815399828,23.697003815399828,-4.084533218500683,-4.084533218500683,-4.084533218500683,1.750331312027596,1.750331312027596,1.750331312027596,-5.834864530528279,-5.834864530528279,-5.834864530528279,0.0,0.0,0.0,19.612470596899144
2015-02-14,23.7015777660691,13.29273078713428,28.887310124371265,23.7015777660691,23.7015777660691,-2.3807406248808642,-2.3807406248808642,-2.3807406248808642,3.4283246998773906,3.4283246998773906,3.4283246998773906,-5.809065324758255,-5.809065324758255,-5.809065324758255,0.0,0.0,0.0,21.320837141188235
2015-02-15,23.706151716738372,14.964514690754534,29.99885603086237,23.706151716738372,23.706151716738372,-1.2765438795867812,-1.2765438795867812,-1.2765438795867812,4.506004019555238,4.506004019555238,4.506004019555238,-5.78254789914202,-5.78254789914202,-5.78254789914202,0.0,0.0,0.0,22.42960783715159
2015-02-16,23.710725667407644,4.637846528955293,20.928204491600756,23.710725667407644,23.710725667407644,-11.008720401479913,-11.008720401479913,-11.008720401479913,-5.255168164752905,-5.255168164752905,-5.255168164752905,-5.753552236727007,-5.753552236727007,-5.753552236727007,0.0,0.0,0.0,12.702005265927731
2015-02-17,23.715299618076916,8.29773927713583,23.78808481597629,23.715299618076916,23.715299618076916,-7.732633956024333,-7.732633956024333,-7.732633956024333,-2.0122537273606134,-2.0122537273606134,-2.0122537273606134,-5.72038022866372,-5.72038022866372,-5.72038022866372,0.0,0.0,0.0,15.982665662052582
2015-02-18,23.719873568746184,7.907610923755819,23.63549008710758,23.719873568746184,23.719873568746184,-7.79539779036814,-7.79539779036814,-7.79539779036814,-2.11395289131561,-2.11395289131561,-2.11395289131561,-5.68144489905253,-5.68144489905253,-5.68144489905253,0.0,0.0,0.0,15.924475778378044
2015-02-19,23.724447519415456,10.277330767365884,25.8104162044412,23.724447519415456,23.724447519415456,-5.93860074631935,-5.93860074631935,-5.93860074631935,-0.3032852480158035,-0.3032852480158035,-0.3032852480158035,-5.635315498303547,-5.635315498303547,-5.635315498303547,0.0,0.0,0.0,17.785846773096104
2015-02-20,23.729021470084728,12.295054370373112,27.966755579178034,23.729021470084728,23.729021470084728,-3.830425908200674,-3.830425908200674,-3.830425908200674,1.7503313120195576,1.7503313120195576,1.7503313120195576,-5.580757220220231,-5.580757220220231,-5.580757220220231,0.0,0.0,0.0,19.898595561884054
2015-02-21,23.733595420753996,13.60710827996937,28.942048613438562,23.733595420753996,23.733595420753996,-2.0884397724756054,-2.0884397724756054,-2.0884397724756054,3.428324699876245,3.428324699876245,3.428324699876245,-5.51676447235185,-5.51676447235185,-5.51676447235185,0.0,0.0,0.0,21.64515564827839
2015-02-22,23.73816937142327,14.509419975485613,30.6877625726521,23.73816937142327,23.73816937142327,-0.9365828124687738,-0.9365828124687738,-0.9365828124687738,4.506004019546911,4.506004019546911,4.506004019546911,-5.442586832015685,-5.442586832015685,-5.442586832015685,0.0,0.0,0.0,22.801586558954497
2015-02-23,23.74274332209254,5.798906570357953,21.132811897686885,23.74274332209254,23.74274332209254,-10.612915210252474,-10.612915210252474,-10.612915210252474,-5.255168164756739,-5.255168164756739,-5.255168164756739,-5.357747045495735,-5.357747045495735,-5.357747045495735,0.0,0.0,0.0,13.129828111840066
2015-02-24,23.747317272761812,8.14747902935659,24.225872760010066,23.747317272761812,23.747317272761812,-7.274304395987243,-7.274304395987243,-7.274304395987243,-2.0122537273655596,-2.0122537273655596,-2.0122537273655596,-5.262050668621685,-5.262050668621685,-5.262050668621685,0.0,0.0,0.0,16.47301287677457
2015-02-25,23.751891223431084,8.221024761500088,24.329902333670457,23.751891223431084,23.751891223431084,-7.269540087312445,-7.269540087312445,-7.269540087312445,-2.113952891323647,-2.113952891323647,-2.113952891323647,-5.155587195988798,-5.155587195988798,-5.155587195988798,0.0,0.0,0.0,16.482351136118638
2015-02-26,23.756465174100352,10.28920273444082,26.08144304439247,23.756465174100352,23.756465174100352,-5.342008024298123,-5.342008024298123,-5.342008024298123,-0.3032852480046404,-0.3032852480046404,-0.3032852480046404,-5.038722776293483,-5.038722776293483,-5.038722776293483,0.0,0.0,0.0,18.414457149802228
2015-02-27,23.761039124769624,13.418171421531309,28.707406514689353,23.761039124769624,23.761039124769624,-3.1617535433189334,-3.1617535433189334,-3.1617535433189334,1.7503313120254864,1.7503313120254864,1.7503313120254864,-4.912084855344419,-4.912084855344419,-4.912084855344419,0.0,0.0,0.0,20.59928558145069
2015-02-28,23.765613075438896,14.565022570673714,29.91629771685037,23.765613075438896,23.765613075438896,-1.3482146194359554,-1.3482146194359554,-1.3482146194359554,3.4283246998750987,3.4283246998750987,3.4283246998750987,-4.776539319311054,-4.776539319311054,-4.776539319311054,0.0,0.0,0.0,22.417398456002942
2015-03-01,23.770187026108168,15.777910632947776,31.279320784834095,23.770187026108168,23.770187026108168,-0.1271569026362058,-0.1271569026362058,-0.1271569026362058,4.506004019560832,4.506004019560832,4.506004019560832,-4.633160922197037,-4.633160922197037,-4.633160922197037,0.0,0.0,0.0,23.643030123471963
2015-03-02,23.77476097677744,6.609455511028202,21.973565932973006,23.77476097677744,23.77476097677744,-9.738366132211603,-9.738366132211603,-9.738366132211603,-5.255168164750147,-5.255168164750147,-5.255168164750147,-4.483197967461456,-4.483197967461456,-4.483197967461456,0.0,0.0,0.0,14.036394844565837
2015-03-03,23.77933492744671,9.785129304256005,24.950708416627496,23.77933492744671,23.77933492744671,-6.340286096481007,-6.340286096481007,-6.340286096481007,-2.0122537273580816,-2.0122537273580816,-2.0122537273580816,-4.328032369122926,-4.328032369122926,-4.328032369122926,0.0,0.0,0.0,17.439048830965703
2015-03-04,23.78390887811598,10.133060476988993,24.803990680597202,23.78390887811598,23.78390887811598,-6.2830892297321945,-6.2830892297321945,-6.2830892297321945,-2.1139528913196566,-2.1139528913196566,-2.1139528913196566,-4.169136338412538,-4.169136338412538,-4.169136338412538,0.0,0.0,0.0,17.500819648383786
2015-03-05,23.78848282878525,12.102642309389148,26.99370737033107,23.78848282878525,23.78848282878525,-4.311312273027621,-4.311312273027621,-4.311312273027621,-0.3032852479934773,-0.3032852479934773,-0.3032852479934773,-4.008027025034145,-4.008027025034145,-4.008027025034145,0.0,0.0,0.0,19.477170555757628
2015-03-06,23.79305677945452,13.981997876585819,29.123545659157916,23.79305677945452,23.79305677945452,-2.0958891733462957,-2.0958891733462957,-2.0958891733462957,1.7503313120174488,1.7503313120174488,1.7503313120174488,-3.8462204853637445,-3.8462204853637445,-3.8462204853637445,0.0,0.0,0.0,21.697167606108223
2015-03-07,23.797630730123796,15.823283540332318,31.542728379096115,23.797630730123796,23.797630730123796,-0.25686165282181916,-0.25686165282181916,-0.25686165282181916,3.428324699866799,3.428324699866799,3.428324699866799,-3.685186352688618,-3.685186352688618,-3.685186352688618,0.0,0.0,0.0,23.540769077301977
2015-03-08,23.802204680793064,17.004444183021334,32.89938984389227,23.802204680793064,23.802204680793064,0.9796994722816051,0.9796994722816051,0.9796994722816051,4.506004019552504,4.506004019552504,4.506004019552504,-3.5263045472708994,-3.5263045472708994,-3.5263045472708994,0.0,0.0,0.0,24.78190415307467
2015-03-09,23.806778631462336,7.482738687082195,22.35941767952353,23.806778631462336,23.806778631462336,-8.625993452883495,-8.625993452883495,-8.625993452883495,-5.2551681647539805,-5.2551681647539805,-5.2551681647539805,-3.370825288129515,-3.370825288129515,-3.370825288129515,0.0,0.0,0.0,15.18078517857884
2015-03-10,23.811352582131608,10.78988453549883,26.24090094092413,23.811352582131608,23.811352582131608,-5.232087283996075,-5.232087283996075,-5.232087283996075,-2.012253727357851,-2.012253727357851,-2.012253727357851,-3.219833556638223,-3.219833556638223,-3.219833556638223,0.0,0.0,0.0,18.57926529813553
2015-03-11,23.815926532800876,11.015762515267795,26.38146258126792,23.815926532800876,23.815926532800876,-5.188171909309583,-5.188171909309583,-5.188171909309583,-2.1139528913276946,-2.1139528913276946,-2.1139528913276946,-3.0742190179818882,-3.0742190179818882,-3.0742190179818882,0.0,0.0,0.0,18.627754623491292
2015-03-12,23.82050048347015,12.867906136732802,28.717232432543973,23.82050048347015,23.82050048347015,-3.2379374827708167,-3.2379374827708167,-3.2379374827708167,-0.30328524801122414,-0.30328524801122414,-0.30328524801122414,-2.9346522347595925,-2.9346522347595925,-2.9346522347595925,0.0,0.0,0.0,20.58256300069933
2015-03-13,23.825074436398946,15.104997444047934,30.594051056530155,23.825074436398946,23.825074436398946,-1.051236500826055,-1.051236500826055,-1.051236500826055,1.7503313120297728,1.7503313120297728,1.7503313120297728,-2.8015678128558275,-2.8015678128558275,-2.8015678128558275,0.0,0.0,0.0,22.773837935572892
2015-03-14,23.829648389327744,16.77411755476518,31.631457607393415,23.829648389327744,23.829648389327744,0.7531697908564197,0.7531697908564197,0.7531697908564197,3.428324699865654,3.428324699865654,3.428324699865654,-2.675154909009234,-2.675154909009234,-2.675154909009234,0.0,0.0,0.0,24.582818180184162
2015-03-15,23.83422234225654,18.300494921016053,33.95967277123453,23.83422234225654,23.83422234225654,1.9506487109206216,1.9506487109206216,1.9506487109206216,4.506004019549564,4.506004019549564,4.506004019549564,-2.555355308628942,-2.555355308628942,-2.555355308628942,0.0,0.0,0.0,25.78487105317716
2015-03-16,23.83879629518534,7.4859093183224505,23.386987143499226,23.83879629518534,23.83879629518534,-7.697037222584307,-7.697037222584307,-7.697037222584307,-5.255168164757814,-5.255168164757814,-5.255168164757814,-2.441869057826493,-2.441869057826493,-2.441869057826493,0.0,0.0,0.0,16.141759072601033
2015-03-17,23.843370248114134,11.899095568362043,27.779042584464044,23.843370248114134,23.843370248114134,-4.346421139311115,-4.346421139311115,-4.346421139311115,-2.012253727367976,-2.012253727367976,-2.012253727367976,-2.3341674119431386,-2.3341674119431386,-2.3341674119431386,0.0,0.0,0.0,19.49694910880302
2015-03-18,23.847944201042935,11.24089407231191,26.876716040148995,23.847944201042935,23.847944201042935,-4.345465541782546,-4.345465541782546,-4.345465541782546,-2.1139528913271532,-2.1139528913271532,-2.1139528913271532,-2.2315126504553926,-2.2315126504553926,-2.2315126504553926,0.0,0.0,0.0,19.50247865926039
2015-03-19,23.85251815397173,13.512719856420569,29.131999979897863,23.85251815397173,23.85251815397173,-2.436269359115969,-2.436269359115969,-2.436269359115969,-0.30328524800006096,-0.30328524800006096,-0.30328524800006096,-2.132984111115908,-2.132984111115908,-2.132984111115908,0.0,0.0,0.0,21.41624879485576
2015-03-20,23.857092106900527,16.034466747943252,31.425948727926386,23.857092106900527,23.857092106900527,-0.2871783080376832,-0.2871783080376832,-0.2871783080376832,1.7503313120217352,1.7503313120217352,1.7503313120217352,-2.0375096200594185,-2.0375096200594185,-2.0375096200594185,0.0,0.0,0.0,23.569913798862846
2015-03-21,23.861666059829325,17.80553929143324,33.06643532362642,23.861666059829325,23.861666059829325,1.4844233555542663,1.4844233555542663,1.4844233555542663,3.4283246998645067,3.4283246998645067,3.4283246998645067,-1.9439013443102406,-1.9439013443102406,-1.9439013443102406,0.0,0.0,0.0,25.34608941538359
2015-03-22,23.866240012758123,19.082648785600696,34.22321771304212,23.866240012758123,23.866240012758123,2.6551090468299607,2.6551090468299607,2.6551090468299607,4.506004019541236,4.506004019541236,4.506004019541236,-1.8508949727112753,-1.8508949727112753,-1.8508949727112753,0.0,0.0,0.0,26.521349059588083
2015-03-23,23.87081396568692,9.117951987405812,24.088949233471116,23.87081396568692,23.87081396568692,-7.012359208693464,-7.012359208693464,-7.012359208693464,-5.255168164751223,-5.255168164751223,-5.255168164751223,-1.757191043942241,-1.757191043942241,-1.757191043942241,0.0,0.0,0.0,16.858454756993456
2015-03-24,23.87538791861572,12.155751693557196,27.77662769812417,23.87538791861572,23.87538791861572,-3.6737509155855683,-3.6737509155855683,-3.6737509155855683,-2.0122537273749947,-2.0122537273749947,-2.0122537273749947,-1.6614971882105736,-1.6614971882105736,-1.6614971882105736,0.0,0.0,0.0,20.20163700303015
2015-03-25,23.879961871544516,12.772005506261195,27.769464873201457,23.879961871544516,23.879961871544516,-3.6765229247750177,-3.6765229247750177,-3.6765229247750177,-2.1139528913231627,-2.1139528913231627,-2.1139528913231627,-1.5625700334518557,-1.5625700334518557,-1.5625700334518557,0.0,0.0,0.0,20.2034389467695
2015-03-26,23.884535824473314,14.600821468303263,29.841490466143618,23.884535824473314,23.884535824473314,-1.7625407956260644,-1.7625407956260644,-1.7625407956260644,-0.303285248003324,-0.303285248003324,-0.303285248003324,-1.45925554762274,-1.45925554762274,-1.45925554762274,0.0,0.0,0.0,22.121995028847248
2015-03-27,23.88910977740211,17.015052659607562,32.10774322441757,23.88910977740211,23.88910977740211,0.3998046672143245,0.3998046672143245,0.3998046672143245,1.7503313120136974,1.7503313120136974,1.7503313120136974,-1.350526644799373,-1.350526644799373,-1.350526644799373,0.0,0.0,0.0,24.288914444616434
2015-03-28,23.89368373033091,18.481966554251176,34.0959930527547,23.89368373033091,23.89368373033091,2.1928077274639355,2.1928077274639355,2.1928077274639355,3.428324699870525,3.428324699870525,3.428324699870525,-1.2355169724065898,-1.2355169724065898,-1.2355169724065898,0.0,0.0,0.0,26.086491457794846
2015-03-29,23.898257683259704,19.61527335578309,35.5493124090528,23.898257683259704,23.898257683259704,3.3924541025931463,3.3924541025931463,3.3924541025931463,4.50600401954977,4.50600401954977,4.50600401954977,-1.1135499169566239,-1.1135499169566239,-1.1135499169566239,0.0,0.0,0.0,27.29071178585285
2015-03-30,23.902831636188505,10.015720502319136,25.229250619414024,23.902831636188505,23.902831636188505,-6.2393301771377585,-6.2393301771377585,-6.2393301771377585,-5.255168164755056,-5.255168164755056,-5.255168164755056,-0.9841620123827024,-0.9841620123827024,-0.9841620123827024,0.0,0.0,0.0,17.663501459050746
2015-03-31,23.9074055891173,13.243983302465585,29.22191822408026,23.9074055891173,23.9074055891173,-2.859373831264149,-2.859373831264149,-2.859373831264149,-2.0122537273675154,-2.0122537273675154,-2.0122537273675154,-0.8471201038966336,-0.8471201038966336,-0.8471201038966336,0.0,0.0,0.0,21.048031757853153
2015-04-01,23.911979542046097,13.94835233621626,28.718670156634005,23.911979542046097,23.911979542046097,-2.816384697394399,-2.816384697394399,-2.816384697394399,-2.113952891319172,-2.113952891319172,-2.113952891319172,-0.7024318060752265,-0.7024318060752265,-0.7024318060752265,0.0,0.0,0.0,21.0955948446517
